date,product,units_sold,unit_price,revenue,employee,cond,temp,dayname
2021-05-01,esppink16,2,6.95,13.9,Brittany_Scott,sunny,63,Saturday
2021-05-01,esppink16,2,6.95,13.9,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Jason_Marshall,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Molly_Mercer,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Justin_Clark,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Patricia_Ross,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Maria_Morrison,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Brittany_Scott,sunny,63,Saturday
2021-05-01,espblack12,4,5.95,23.8,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Jason_Marshall,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Molly_Mercer,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Justin_Clark,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Patricia_Ross,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Maria_Morrison,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Brittany_Scott,sunny,63,Saturday
2021-05-01,espblack16,7,6.95,48.65,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Jason_Marshall,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Molly_Mercer,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Justin_Clark,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Patricia_Ross,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Maria_Morrison,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Brittany_Scott,sunny,63,Saturday
2021-05-01,espturm12,6,4.95,29.700000000000003,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Jason_Marshall,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Molly_Mercer,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Justin_Clark,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Patricia_Ross,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Maria_Morrison,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Brittany_Scott,sunny,63,Saturday
2021-05-01,espturm16,4,5.95,23.8,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Jason_Marshall,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Molly_Mercer,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Justin_Clark,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Patricia_Ross,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Maria_Morrison,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Brittany_Scott,sunny,63,Saturday
2021-05-01,espdiablo12,4,5.95,23.8,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Jason_Marshall,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Molly_Mercer,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Justin_Clark,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Patricia_Ross,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Maria_Morrison,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Brittany_Scott,sunny,63,Saturday
2021-05-01,espdiablo16,7,6.95,48.65,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktlith,5,12.0,60.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktsex,7,13.0,91.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktsamo,7,13.0,91.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktjoker,6,14.0,84.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktgunner,6,14.0,84.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktmarathon,5,13.0,65.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktkiss,7,12.0,84.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktgood,6,13.0,78.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktmimosa,3,25.0,75.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktmarg,4,14.0,56.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktpeach,3,13.0,39.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktscrewme,2,12.0,24.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktscrewyou,5,12.0,60.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Justin_Clark,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,ckteast,3,14.0,42.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktstraw,7,12.0,84.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Jason_Marshall,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Molly_Mercer,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Justin_Clark,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Patricia_Ross,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Maria_Morrison,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Brittany_Scott,sunny,63,Saturday
2021-05-01,cktsour,5,12.0,60.0,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Justin_Clark,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldsig16,6,4.95,29.700000000000003,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Justin_Clark,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldsig20,7,5.95,41.65,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Justin_Clark,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldiced16,7,4.95,34.65,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Justin_Clark,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldiced20,6,5.95,35.7,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Justin_Clark,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldmatcha16,6,4.95,29.700000000000003,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Justin_Clark,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldmatcha20,4,5.95,23.8,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Justin_Clark,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldiablo16,3,5.95,17.85,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Jason_Marshall,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Molly_Mercer,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Justin_Clark,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Patricia_Ross,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Maria_Morrison,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Brittany_Scott,sunny,63,Saturday
2021-05-01,coldiablo20,6,6.95,41.7,Robert_Thomas_DDS,sunny,63,Saturday
2021-05-01,coldpink16,7,5.95,41.65,Jason_Marshall,sunny,63,Saturday
